Returned ,Delivery days,Row ID,Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Product ID,Category,Sub-Category,Sales,Quantity,Profit,Region,Ship Date,Discount,order date,Product Name,Return Reason,Notes,Reason,Approver
no,4,9047,CA-2018-137463,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,94086,TEC-AC-10000057,Technology,Accessories,149.95,5,31.4895,West,20-12-2018 00:00:00,0,16-12-2018 00:00:00,Microsoft Natural Ergonomic Keyboard 4000,,,,
no,4,9048,CA-2018-137463,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,94086,OFF-AR-10001988,Office Supplies,Art,29.95,5,8.6855,West,20-12-2018 00:00:00,0,16-12-2018 00:00:00,Bulldog Table or Wall-Mount Pencil Sharpener,,,,
no,4,9049,CA-2018-137463,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,94086,OFF-LA-10003498,Office Supplies,Labels,44.4,3,22.2,West,20-12-2018 00:00:00,0,16-12-2018 00:00:00,Avery 475,,,,
no,4,9045,CA-2018-137463,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,94086,OFF-BI-10003196,Office Supplies,Binders,5.984,2,2.244,West,20-12-2018 00:00:00,0.2,16-12-2018 00:00:00,Accohide Poly Flexible Ring Binders,,,,
no,4,9046,CA-2018-137463,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,94086,TEC-AC-10000358,Technology,Accessories,189.95,5,45.588,West,20-12-2018 00:00:00,0,16-12-2018 00:00:00,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,,,,
no,4,9047,CA-2018-137463,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,94086,TEC-AC-10000057,Technology,Accessories,149.95,5,31.4895,West,20-12-2018 00:00:00,0,16-12-2018 00:00:00,Microsoft Natural Ergonomic Keyboard 4000,,,,
no,4,9048,CA-2018-137463,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,94086,OFF-AR-10001988,Office Supplies,Art,29.95,5,8.6855,West,20-12-2018 00:00:00,0,16-12-2018 00:00:00,Bulldog Table or Wall-Mount Pencil Sharpener,,,,
no,4,9049,CA-2018-137463,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,94086,OFF-LA-10003498,Office Supplies,Labels,44.4,3,22.2,West,20-12-2018 00:00:00,0,16-12-2018 00:00:00,Avery 475,,,,
no,4,9045,CA-2018-137463,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,94086,OFF-BI-10003196,Office Supplies,Binders,5.984,2,2.244,West,20-12-2018 00:00:00,0.2,16-12-2018 00:00:00,Accohide Poly Flexible Ring Binders,,,,
no,4,9046,CA-2018-137463,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,94086,TEC-AC-10000358,Technology,Accessories,189.95,5,45.588,West,20-12-2018 00:00:00,0,16-12-2018 00:00:00,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,,,,
no,4,9047,CA-2018-137463,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,94086,TEC-AC-10000057,Technology,Accessories,149.95,5,31.4895,West,20-12-2018 00:00:00,0,16-12-2018 00:00:00,Microsoft Natural Ergonomic Keyboard 4000,,,,
no,4,9048,CA-2018-137463,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,94086,OFF-AR-10001988,Office Supplies,Art,29.95,5,8.6855,West,20-12-2018 00:00:00,0,16-12-2018 00:00:00,Bulldog Table or Wall-Mount Pencil Sharpener,,,,
no,4,9049,CA-2018-137463,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,94086,OFF-LA-10003498,Office Supplies,Labels,44.4,3,22.2,West,20-12-2018 00:00:00,0,16-12-2018 00:00:00,Avery 475,,,,
no,4,9045,CA-2018-137463,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,94086,OFF-BI-10003196,Office Supplies,Binders,5.984,2,2.244,West,20-12-2018 00:00:00,0.2,16-12-2018 00:00:00,Accohide Poly Flexible Ring Binders,,,,
no,4,9046,CA-2018-137463,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,94086,TEC-AC-10000358,Technology,Accessories,189.95,5,45.588,West,20-12-2018 00:00:00,0,16-12-2018 00:00:00,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,,,,
no,4,9047,CA-2018-137463,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,94086,TEC-AC-10000057,Technology,Accessories,149.95,5,31.4895,West,20-12-2018 00:00:00,0,16-12-2018 00:00:00,Microsoft Natural Ergonomic Keyboard 4000,,,,
no,4,9048,CA-2018-137463,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,94086,OFF-AR-10001988,Office Supplies,Art,29.95,5,8.6855,West,20-12-2018 00:00:00,0,16-12-2018 00:00:00,Bulldog Table or Wall-Mount Pencil Sharpener,,,,
no,4,9049,CA-2018-137463,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,94086,OFF-LA-10003498,Office Supplies,Labels,44.4,3,22.2,West,20-12-2018 00:00:00,0,16-12-2018 00:00:00,Avery 475,,,,
no,5,5579,CA-2018-137498,Second Class,LC-17050,Liz Carlisle,Consumer,United States,Los Angeles,California,90004,OFF-AR-10003829,Office Supplies,Art,6.56,2,1.9024,West,14-09-2018 00:00:00,0,09-09-2018 00:00:00,Newell 35,,,,
no,5,5580,CA-2018-137498,Second Class,LC-17050,Liz Carlisle,Consumer,United States,Los Angeles,California,90004,FUR-CH-10003833,Furniture,Chairs,243.92,5,-15.245,West,14-09-2018 00:00:00,0.2,09-09-2018 00:00:00,Novimex Fabric Task Chair,,,,
no,5,5581,CA-2018-137498,Second Class,LC-17050,Liz Carlisle,Consumer,United States,Los Angeles,California,90004,OFF-PA-10000143,Office Supplies,Paper,47.52,9,22.8096,West,14-09-2018 00:00:00,0,09-09-2018 00:00:00,Astroparche Fine Business Paper,,,,
no,5,5579,CA-2018-137498,Second Class,LC-17050,Liz Carlisle,Consumer,United States,Los Angeles,California,90004,OFF-AR-10003829,Office Supplies,Art,6.56,2,1.9024,West,14-09-2018 00:00:00,0,09-09-2018 00:00:00,Newell 35,,,,
no,5,5580,CA-2018-137498,Second Class,LC-17050,Liz Carlisle,Consumer,United States,Los Angeles,California,90004,FUR-CH-10003833,Furniture,Chairs,243.92,5,-15.245,West,14-09-2018 00:00:00,0.2,09-09-2018 00:00:00,Novimex Fabric Task Chair,,,,
no,5,5581,CA-2018-137498,Second Class,LC-17050,Liz Carlisle,Consumer,United States,Los Angeles,California,90004,OFF-PA-10000143,Office Supplies,Paper,47.52,9,22.8096,West,14-09-2018 00:00:00,0,09-09-2018 00:00:00,Astroparche Fine Business Paper,,,,
no,5,5579,CA-2018-137498,Second Class,LC-17050,Liz Carlisle,Consumer,United States,Los Angeles,California,90004,OFF-AR-10003829,Office Supplies,Art,6.56,2,1.9024,West,14-09-2018 00:00:00,0,09-09-2018 00:00:00,Newell 35,,,,
no,5,5580,CA-2018-137498,Second Class,LC-17050,Liz Carlisle,Consumer,United States,Los Angeles,California,90004,FUR-CH-10003833,Furniture,Chairs,243.92,5,-15.245,West,14-09-2018 00:00:00,0.2,09-09-2018 00:00:00,Novimex Fabric Task Chair,,,,
no,5,5581,CA-2018-137498,Second Class,LC-17050,Liz Carlisle,Consumer,United States,Los Angeles,California,90004,OFF-PA-10000143,Office Supplies,Paper,47.52,9,22.8096,West,14-09-2018 00:00:00,0,09-09-2018 00:00:00,Astroparche Fine Business Paper,,,,
no,0,9746,CA-2018-137505,Same Day,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90008,FUR-TA-10000617,Furniture,Tables,364.08,2,9.102,West,24-11-2018 00:00:00,0.2,24-11-2018 00:00:00,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",,,,
no,0,9747,CA-2018-137505,Same Day,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90008,FUR-TA-10001676,Furniture,Tables,71.088,2,-1.7772,West,24-11-2018 00:00:00,0.2,24-11-2018 00:00:00,Hon 61000 Series Interactive Training Tables,,,,
no,0,9746,CA-2018-137505,Same Day,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90008,FUR-TA-10000617,Furniture,Tables,364.08,2,9.102,West,24-11-2018 00:00:00,0.2,24-11-2018 00:00:00,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",,,,
no,0,9747,CA-2018-137505,Same Day,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90008,FUR-TA-10001676,Furniture,Tables,71.088,2,-1.7772,West,24-11-2018 00:00:00,0.2,24-11-2018 00:00:00,Hon 61000 Series Interactive Training Tables,,,,
no,4,8386,CA-2018-137582,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Oakland,California,94601,OFF-BI-10001757,Office Supplies,Binders,11.808,3,4.1328,West,08-09-2018 00:00:00,0.2,04-09-2018 00:00:00,Pressboard Hanging Data Binders for Unburst Sheets,,,,
no,7,8530,CA-2018-137624,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Los Angeles,California,90008,FUR-CH-10001714,Furniture,Chairs,241.424,2,-36.2136,West,17-11-2018 00:00:00,0.2,10-11-2018 00:00:00,"Global Leather & Oak Executive Chair, Burgundy",,,,
no,5,5314,CA-2018-137876,Standard Class,DJ-13510,Don Jones,Corporate,United States,San Francisco,California,94110,FUR-FU-10000222,Furniture,Furnishings,64.96,2,21.4368,West,05-05-2018 00:00:00,0,30-04-2018 00:00:00,"Seth Thomas 16"" Steel Case Clock",,,,
no,5,5315,CA-2018-137876,Standard Class,DJ-13510,Don Jones,Corporate,United States,San Francisco,California,94110,OFF-EN-10001219,Office Supplies,Envelopes,30.56,4,14.9744,West,05-05-2018 00:00:00,0,30-04-2018 00:00:00,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",,,,
no,5,5314,CA-2018-137876,Standard Class,DJ-13510,Don Jones,Corporate,United States,San Francisco,California,94110,FUR-FU-10000222,Furniture,Furnishings,64.96,2,21.4368,West,05-05-2018 00:00:00,0,30-04-2018 00:00:00,"Seth Thomas 16"" Steel Case Clock",,,,
no,5,5315,CA-2018-137876,Standard Class,DJ-13510,Don Jones,Corporate,United States,San Francisco,California,94110,OFF-EN-10001219,Office Supplies,Envelopes,30.56,4,14.9744,West,05-05-2018 00:00:00,0,30-04-2018 00:00:00,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",,,,
no,7,9802,CA-2018-137918,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Lodi,California,95240,OFF-SU-10000898,Office Supplies,Supplies,97.3,7,28.217,West,06-10-2018 00:00:00,0,29-09-2018 00:00:00,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",,,,
no,1,4708,CA-2018-138149,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,OFF-BI-10003091,Office Supplies,Binders,895.92,5,302.373,West,30-06-2018 00:00:00,0.2,29-06-2018 00:00:00,GBC DocuBind TL200 Manual Binding Machine,,,,
no,1,4709,CA-2018-138149,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,OFF-ST-10002974,Office Supplies,Storage,130.71,3,39.213,West,30-06-2018 00:00:00,0,29-06-2018 00:00:00,"Trav-L-File Heavy-Duty Shuttle II, Black",,,,
no,1,4710,CA-2018-138149,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,OFF-AR-10000255,Office Supplies,Art,11.68,2,3.0368,West,30-06-2018 00:00:00,0,29-06-2018 00:00:00,Newell 328,,,,
no,1,4711,CA-2018-138149,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,TEC-AC-10001284,Technology,Accessories,62.31,3,22.4316,West,30-06-2018 00:00:00,0,29-06-2018 00:00:00,Enermax Briskie RF Wireless Keyboard and Mouse Combo,,,,
no,1,4708,CA-2018-138149,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,OFF-BI-10003091,Office Supplies,Binders,895.92,5,302.373,West,30-06-2018 00:00:00,0.2,29-06-2018 00:00:00,GBC DocuBind TL200 Manual Binding Machine,,,,
no,1,4709,CA-2018-138149,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,OFF-ST-10002974,Office Supplies,Storage,130.71,3,39.213,West,30-06-2018 00:00:00,0,29-06-2018 00:00:00,"Trav-L-File Heavy-Duty Shuttle II, Black",,,,
no,1,4710,CA-2018-138149,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,OFF-AR-10000255,Office Supplies,Art,11.68,2,3.0368,West,30-06-2018 00:00:00,0,29-06-2018 00:00:00,Newell 328,,,,
no,1,4711,CA-2018-138149,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,TEC-AC-10001284,Technology,Accessories,62.31,3,22.4316,West,30-06-2018 00:00:00,0,29-06-2018 00:00:00,Enermax Briskie RF Wireless Keyboard and Mouse Combo,,,,
no,1,4708,CA-2018-138149,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,OFF-BI-10003091,Office Supplies,Binders,895.92,5,302.373,West,30-06-2018 00:00:00,0.2,29-06-2018 00:00:00,GBC DocuBind TL200 Manual Binding Machine,,,,
no,1,4709,CA-2018-138149,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,OFF-ST-10002974,Office Supplies,Storage,130.71,3,39.213,West,30-06-2018 00:00:00,0,29-06-2018 00:00:00,"Trav-L-File Heavy-Duty Shuttle II, Black",,,,
no,1,4710,CA-2018-138149,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,OFF-AR-10000255,Office Supplies,Art,11.68,2,3.0368,West,30-06-2018 00:00:00,0,29-06-2018 00:00:00,Newell 328,,,,
no,1,4711,CA-2018-138149,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,TEC-AC-10001284,Technology,Accessories,62.31,3,22.4316,West,30-06-2018 00:00:00,0,29-06-2018 00:00:00,Enermax Briskie RF Wireless Keyboard and Mouse Combo,,,,
no,1,4708,CA-2018-138149,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,OFF-BI-10003091,Office Supplies,Binders,895.92,5,302.373,West,30-06-2018 00:00:00,0.2,29-06-2018 00:00:00,GBC DocuBind TL200 Manual Binding Machine,,,,
no,1,4709,CA-2018-138149,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,OFF-ST-10002974,Office Supplies,Storage,130.71,3,39.213,West,30-06-2018 00:00:00,0,29-06-2018 00:00:00,"Trav-L-File Heavy-Duty Shuttle II, Black",,,,
no,1,4710,CA-2018-138149,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,OFF-AR-10000255,Office Supplies,Art,11.68,2,3.0368,West,30-06-2018 00:00:00,0,29-06-2018 00:00:00,Newell 328,,,,
no,1,4711,CA-2018-138149,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,TEC-AC-10001284,Technology,Accessories,62.31,3,22.4316,West,30-06-2018 00:00:00,0,29-06-2018 00:00:00,Enermax Briskie RF Wireless Keyboard and Mouse Combo,,,,
no,4,1614,CA-2018-138380,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Oakland,California,94601,OFF-ST-10003306,Office Supplies,Storage,1000.02,7,290.0058,West,25-12-2018 00:00:00,0,21-12-2018 00:00:00,Letter Size Cart,,,,
no,4,9855,CA-2018-138870,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94109,FUR-FU-10002396,Furniture,Furnishings,50.32,4,21.1344,West,23-06-2018 00:00:00,0,19-06-2018 00:00:00,"DAX Copper Panel Document Frame, 5 x 7 Size",,,,
no,4,9856,CA-2018-138870,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94109,OFF-PA-10004438,Office Supplies,Paper,24.56,2,11.5432,West,23-06-2018 00:00:00,0,19-06-2018 00:00:00,Xerox 1907,,,,
no,4,9855,CA-2018-138870,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94109,FUR-FU-10002396,Furniture,Furnishings,50.32,4,21.1344,West,23-06-2018 00:00:00,0,19-06-2018 00:00:00,"DAX Copper Panel Document Frame, 5 x 7 Size",,,,
no,4,9856,CA-2018-138870,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94109,OFF-PA-10004438,Office Supplies,Paper,24.56,2,11.5432,West,23-06-2018 00:00:00,0,19-06-2018 00:00:00,Xerox 1907,,,,
no,4,5030,CA-2018-139304,Standard Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Francisco,California,94109,OFF-AR-10001216,Office Supplies,Art,8.34,3,2.1684,West,02-02-2018 00:00:00,0,29-01-2018 00:00:00,Newell 339,,,,
no,4,5031,CA-2018-139304,Standard Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Francisco,California,94109,OFF-SU-10001664,Office Supplies,Supplies,8.57,1,2.2282,West,02-02-2018 00:00:00,0,29-01-2018 00:00:00,Acme Office Executive Series Stainless Steel Trimmers,,,,
no,4,5032,CA-2018-139304,Standard Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Francisco,California,94109,OFF-BI-10002498,Office Supplies,Binders,119.616,8,40.3704,West,02-02-2018 00:00:00,0.2,29-01-2018 00:00:00,Clear Mylar Reinforcing Strips,,,,
no,4,5030,CA-2018-139304,Standard Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Francisco,California,94109,OFF-AR-10001216,Office Supplies,Art,8.34,3,2.1684,West,02-02-2018 00:00:00,0,29-01-2018 00:00:00,Newell 339,,,,
no,4,5031,CA-2018-139304,Standard Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Francisco,California,94109,OFF-SU-10001664,Office Supplies,Supplies,8.57,1,2.2282,West,02-02-2018 00:00:00,0,29-01-2018 00:00:00,Acme Office Executive Series Stainless Steel Trimmers,,,,
no,4,5032,CA-2018-139304,Standard Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Francisco,California,94109,OFF-BI-10002498,Office Supplies,Binders,119.616,8,40.3704,West,02-02-2018 00:00:00,0.2,29-01-2018 00:00:00,Clear Mylar Reinforcing Strips,,,,
no,4,5030,CA-2018-139304,Standard Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Francisco,California,94109,OFF-AR-10001216,Office Supplies,Art,8.34,3,2.1684,West,02-02-2018 00:00:00,0,29-01-2018 00:00:00,Newell 339,,,,
no,4,5031,CA-2018-139304,Standard Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Francisco,California,94109,OFF-SU-10001664,Office Supplies,Supplies,8.57,1,2.2282,West,02-02-2018 00:00:00,0,29-01-2018 00:00:00,Acme Office Executive Series Stainless Steel Trimmers,,,,
no,4,5032,CA-2018-139304,Standard Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Francisco,California,94109,OFF-BI-10002498,Office Supplies,Binders,119.616,8,40.3704,West,02-02-2018 00:00:00,0.2,29-01-2018 00:00:00,Clear Mylar Reinforcing Strips,,,,
no,5,6153,CA-2018-139437,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Los Angeles,California,90004,OFF-ST-10002485,Office Supplies,Storage,87.92,4,0.879200000,West,08-07-2018 00:00:00,0,03-07-2018 00:00:00,Rogers Deluxe File Chest,,,,
no,3,5791,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,OFF-FA-10002280,Office Supplies,Fasteners,35,7,16.8,West,02-10-2018 00:00:00,0,29-09-2018 00:00:00,Advantus Plastic Paper Clips,,,,
yes,3,5792,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,FUR-CH-10002961,Furniture,Chairs,72.784,1,0,West,02-10-2018 00:00:00,0.2,29-09-2018 00:00:00,"Leather Task Chair, Black",Defective,Leather was torn in back - K Lawrence,Leather was torn in back,K Lawrence
yes,3,5793,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,OFF-AP-10002578,Office Supplies,Appliances,97.84,2,25.4384,West,02-10-2018 00:00:00,0,29-09-2018 00:00:00,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Incorrect Product Ordered,,,
no,3,5794,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,FUR-FU-10004848,Furniture,Furnishings,51.75,1,15.525,West,02-10-2018 00:00:00,0,29-09-2018 00:00:00,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",,,,
no,3,5795,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,OFF-BI-10003364,Office Supplies,Binders,46.672,2,16.3352,West,02-10-2018 00:00:00,0.2,29-09-2018 00:00:00,Binding Machine Supplies,,,,
no,3,5791,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,OFF-FA-10002280,Office Supplies,Fasteners,35,7,16.8,West,02-10-2018 00:00:00,0,29-09-2018 00:00:00,Advantus Plastic Paper Clips,,,,
yes,3,5792,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,FUR-CH-10002961,Furniture,Chairs,72.784,1,0,West,02-10-2018 00:00:00,0.2,29-09-2018 00:00:00,"Leather Task Chair, Black",Defective,Leather was torn in back - K Lawrence,Leather was torn in back,K Lawrence
yes,3,5793,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,OFF-AP-10002578,Office Supplies,Appliances,97.84,2,25.4384,West,02-10-2018 00:00:00,0,29-09-2018 00:00:00,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Incorrect Product Ordered,,,
no,3,5794,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,FUR-FU-10004848,Furniture,Furnishings,51.75,1,15.525,West,02-10-2018 00:00:00,0,29-09-2018 00:00:00,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",,,,
no,3,5795,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,OFF-BI-10003364,Office Supplies,Binders,46.672,2,16.3352,West,02-10-2018 00:00:00,0.2,29-09-2018 00:00:00,Binding Machine Supplies,,,,
no,3,5791,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,OFF-FA-10002280,Office Supplies,Fasteners,35,7,16.8,West,02-10-2018 00:00:00,0,29-09-2018 00:00:00,Advantus Plastic Paper Clips,,,,
yes,3,5792,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,FUR-CH-10002961,Furniture,Chairs,72.784,1,0,West,02-10-2018 00:00:00,0.2,29-09-2018 00:00:00,"Leather Task Chair, Black",Defective,Leather was torn in back - K Lawrence,Leather was torn in back,K Lawrence
yes,3,5793,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,OFF-AP-10002578,Office Supplies,Appliances,97.84,2,25.4384,West,02-10-2018 00:00:00,0,29-09-2018 00:00:00,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Incorrect Product Ordered,,,
no,3,5794,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,FUR-FU-10004848,Furniture,Furnishings,51.75,1,15.525,West,02-10-2018 00:00:00,0,29-09-2018 00:00:00,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",,,,
no,3,5795,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,OFF-BI-10003364,Office Supplies,Binders,46.672,2,16.3352,West,02-10-2018 00:00:00,0.2,29-09-2018 00:00:00,Binding Machine Supplies,,,,
no,3,5791,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,OFF-FA-10002280,Office Supplies,Fasteners,35,7,16.8,West,02-10-2018 00:00:00,0,29-09-2018 00:00:00,Advantus Plastic Paper Clips,,,,
yes,3,5792,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,FUR-CH-10002961,Furniture,Chairs,72.784,1,0,West,02-10-2018 00:00:00,0.2,29-09-2018 00:00:00,"Leather Task Chair, Black",Defective,Leather was torn in back - K Lawrence,Leather was torn in back,K Lawrence
yes,3,5793,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,OFF-AP-10002578,Office Supplies,Appliances,97.84,2,25.4384,West,02-10-2018 00:00:00,0,29-09-2018 00:00:00,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Incorrect Product Ordered,,,
no,3,5794,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,FUR-FU-10004848,Furniture,Furnishings,51.75,1,15.525,West,02-10-2018 00:00:00,0,29-09-2018 00:00:00,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",,,,
no,3,5795,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,OFF-BI-10003364,Office Supplies,Binders,46.672,2,16.3352,West,02-10-2018 00:00:00,0.2,29-09-2018 00:00:00,Binding Machine Supplies,,,,
no,3,5791,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,OFF-FA-10002280,Office Supplies,Fasteners,35,7,16.8,West,02-10-2018 00:00:00,0,29-09-2018 00:00:00,Advantus Plastic Paper Clips,,,,
yes,3,5792,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,FUR-CH-10002961,Furniture,Chairs,72.784,1,0,West,02-10-2018 00:00:00,0.2,29-09-2018 00:00:00,"Leather Task Chair, Black",Defective,Leather was torn in back - K Lawrence,Leather was torn in back,K Lawrence
yes,3,5793,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,OFF-AP-10002578,Office Supplies,Appliances,97.84,2,25.4384,West,02-10-2018 00:00:00,0,29-09-2018 00:00:00,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Incorrect Product Ordered,,,
no,3,5794,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,FUR-FU-10004848,Furniture,Furnishings,51.75,1,15.525,West,02-10-2018 00:00:00,0,29-09-2018 00:00:00,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",,,,
no,3,5795,CA-2018-140186,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,OFF-BI-10003364,Office Supplies,Binders,46.672,2,16.3352,West,02-10-2018 00:00:00,0.2,29-09-2018 00:00:00,Binding Machine Supplies,,,,
no,5,6689,CA-2018-140494,Second Class,CM-11815,Candace McMahon,Corporate,United States,San Francisco,California,94109,TEC-AC-10004568,Technology,Accessories,111.96,4,21.2724,West,15-03-2018 00:00:00,0,10-03-2018 00:00:00,Maxell LTO Ultrium - 800 GB,,,,
no,5,9228,CA-2018-140515,Standard Class,GZ-14545,George Zrebassa,Corporate,United States,Los Angeles,California,90008,OFF-AP-10001205,Office Supplies,Appliances,381.36,7,106.7808,West,24-03-2018 00:00:00,0,19-03-2018 00:00:00,Belkin 5 Outlet SurgeMaster Power Centers,,,,
